2024-09-01 00:55:39,372 - train_classifier_generate - INFO - Namespace(seed=0, gpus='0', data_dir='data/', epochs=50, batch_size=16, num_workers=4, num_classes=10, use_generator=True)
2024-09-01 00:55:45,314 - train_classifier_generate - INFO - 333320
2024-09-01 00:56:23,737 - train_classifier_generate - INFO - Epoch 0, Batch 4900: Loss 2.0769717693328857
2024-09-01 00:56:23,996 - train_classifier_generate - INFO - Epoch 0, Batch 5000: Loss 1.7284350395202637
2024-09-01 00:56:24,257 - train_classifier_generate - INFO - Epoch 0, Batch 5100: Loss 1.813602328300476
2024-09-01 00:56:24,518 - train_classifier_generate - INFO - Epoch 0, Batch 5200: Loss 1.9740538597106934
2024-09-01 00:56:24,783 - train_classifier_generate - INFO - Epoch 0, Batch 5300: Loss 1.9833457469940186
2024-09-01 00:56:25,044 - train_classifier_generate - INFO - Epoch 0, Batch 5400: Loss 1.8768467903137207
2024-09-01 00:56:25,309 - train_classifier_generate - INFO - Epoch 0, Batch 5500: Loss 1.7571146488189697
2024-09-01 00:56:25,570 - train_classifier_generate - INFO - Epoch 0, Batch 5600: Loss 1.953438401222229
2024-09-01 00:56:25,832 - train_classifier_generate - INFO - Epoch 0, Batch 5700: Loss 1.9412899017333984
2024-09-01 00:56:26,096 - train_classifier_generate - INFO - Epoch 0, Batch 5800: Loss 1.8109314441680908
2024-09-01 00:56:26,358 - train_classifier_generate - INFO - Epoch 0, Batch 5900: Loss 1.8702672719955444
2024-09-01 00:56:26,624 - train_classifier_generate - INFO - Epoch 0, Batch 6000: Loss 2.000091791152954
2024-09-01 00:56:26,851 - train_classifier_generate - INFO - Epoch 0, Batch 6100: Loss 1.9715192317962646
2024-09-01 00:56:27,039 - train_classifier_generate - INFO - Epoch 0, Batch 6200: Loss 1.887855887413025
2024-09-01 00:56:27,226 - train_classifier_generate - INFO - Epoch 0, Batch 6300: Loss 1.8637770414352417
2024-09-01 00:56:27,415 - train_classifier_generate - INFO - Epoch 0, Batch 6400: Loss 1.9405335187911987
2024-09-01 00:56:27,603 - train_classifier_generate - INFO - Epoch 0, Batch 6500: Loss 1.9029932022094727
2024-09-01 00:56:27,796 - train_classifier_generate - INFO - Epoch 0, Batch 6600: Loss 1.8271716833114624
2024-09-01 00:56:27,982 - train_classifier_generate - INFO - Epoch 0, Batch 6700: Loss 1.9347710609436035
2024-09-01 00:56:28,169 - train_classifier_generate - INFO - Epoch 0, Batch 6800: Loss 1.7826552391052246
2024-09-01 00:56:28,356 - train_classifier_generate - INFO - Epoch 0, Batch 6900: Loss 2.033353090286255
2024-09-01 00:56:28,546 - train_classifier_generate - INFO - Epoch 0, Batch 7000: Loss 1.8264353275299072
2024-09-01 00:56:28,734 - train_classifier_generate - INFO - Epoch 0, Batch 7100: Loss 1.779860019683838
2024-09-01 00:56:28,925 - train_classifier_generate - INFO - Epoch 0, Batch 7200: Loss 1.711411476135254
2024-09-01 00:56:29,115 - train_classifier_generate - INFO - Epoch 0, Batch 7300: Loss 1.9044018983840942
2024-09-01 00:56:29,303 - train_classifier_generate - INFO - Epoch 0, Batch 7400: Loss 1.8462464809417725
2024-09-01 00:56:29,496 - train_classifier_generate - INFO - Epoch 0, Batch 7500: Loss 1.918763518333435
2024-09-01 00:56:29,683 - train_classifier_generate - INFO - Epoch 0, Batch 7600: Loss 1.7054071426391602
2024-09-01 00:56:29,922 - train_classifier_generate - INFO - Epoch 0, Batch 7700: Loss 1.7683935165405273
2024-09-01 00:56:30,184 - train_classifier_generate - INFO - Epoch 0, Batch 7800: Loss 1.7418180704116821
2024-09-01 00:56:30,447 - train_classifier_generate - INFO - Epoch 0, Batch 7900: Loss 1.755502462387085
2024-09-01 00:56:30,712 - train_classifier_generate - INFO - Epoch 0, Batch 8000: Loss 1.858934998512268
2024-09-01 00:56:30,976 - train_classifier_generate - INFO - Epoch 0, Batch 8100: Loss 1.888533353805542
2024-09-01 00:56:31,236 - train_classifier_generate - INFO - Epoch 0, Batch 8200: Loss 1.8640007972717285
2024-09-01 00:56:31,496 - train_classifier_generate - INFO - Epoch 0, Batch 8300: Loss 1.8129032850265503
2024-09-01 00:56:31,760 - train_classifier_generate - INFO - Epoch 0, Batch 8400: Loss 1.7603249549865723
2024-09-01 00:56:32,021 - train_classifier_generate - INFO - Epoch 0, Batch 8500: Loss 1.7831705808639526
2024-09-01 00:56:32,283 - train_classifier_generate - INFO - Epoch 0, Batch 8600: Loss 1.8184309005737305
2024-09-01 00:56:32,542 - train_classifier_generate - INFO - Epoch 0, Batch 8700: Loss 1.881288766860962
2024-09-01 00:56:32,803 - train_classifier_generate - INFO - Epoch 0, Batch 8800: Loss 1.796200156211853
2024-09-01 00:56:32,990 - train_classifier_generate - INFO - Epoch 0, Batch 8900: Loss 1.8335599899291992
2024-09-01 00:56:33,177 - train_classifier_generate - INFO - Epoch 0, Batch 9000: Loss 1.857312798500061
2024-09-01 00:56:33,363 - train_classifier_generate - INFO - Epoch 0, Batch 9100: Loss 1.8888546228408813
2024-09-01 00:56:33,558 - train_classifier_generate - INFO - Epoch 0, Batch 9200: Loss 1.808390736579895
2024-09-01 00:56:33,748 - train_classifier_generate - INFO - Epoch 0, Batch 9300: Loss 1.740063190460205
2024-09-01 00:56:33,936 - train_classifier_generate - INFO - Epoch 0, Batch 9400: Loss 1.740643858909607
2024-09-01 00:56:34,123 - train_classifier_generate - INFO - Epoch 0, Batch 9500: Loss 1.7549992799758911
2024-09-01 00:56:34,316 - train_classifier_generate - INFO - Epoch 0, Batch 9600: Loss 1.9176900386810303
2024-09-01 00:56:34,509 - train_classifier_generate - INFO - Epoch 0, Batch 9700: Loss 1.7870796918869019
2024-09-01 00:56:34,702 - train_classifier_generate - INFO - Epoch 0, Batch 9800: Loss 1.8962035179138184
2024-09-01 00:56:34,893 - train_classifier_generate - INFO - Epoch 0, Batch 9900: Loss 1.7331387996673584
2024-09-01 00:56:35,086 - train_classifier_generate - INFO - Epoch 0, Batch 10000: Loss 1.7239654064178467
2024-09-01 00:56:35,274 - train_classifier_generate - INFO - Epoch 0, Batch 10100: Loss 1.786019206047058
2024-09-01 00:56:35,460 - train_classifier_generate - INFO - Epoch 0, Batch 10200: Loss 1.8820672035217285
2024-09-01 00:56:35,653 - train_classifier_generate - INFO - Epoch 0, Batch 10300: Loss 1.746164321899414
2024-09-01 00:56:35,861 - train_classifier_generate - INFO - Epoch 0, Batch 10400: Loss 1.7728259563446045
2024-09-01 00:56:36,123 - train_classifier_generate - INFO - Epoch 0, Batch 10500: Loss 1.841490387916565
2024-09-01 00:56:36,386 - train_classifier_generate - INFO - Epoch 0, Batch 10600: Loss 1.733381986618042
2024-09-01 00:56:36,649 - train_classifier_generate - INFO - Epoch 0, Batch 10700: Loss 1.7939332723617554
2024-09-01 00:56:36,918 - train_classifier_generate - INFO - Epoch 0, Batch 10800: Loss 1.74839448928833
2024-09-01 00:56:37,184 - train_classifier_generate - INFO - Epoch 0, Batch 10900: Loss 1.8362547159194946
2024-09-01 00:56:37,449 - train_classifier_generate - INFO - Epoch 0, Batch 11000: Loss 1.7391067743301392
2024-09-01 00:56:37,718 - train_classifier_generate - INFO - Epoch 0, Batch 11100: Loss 1.8807895183563232
2024-09-01 00:56:37,984 - train_classifier_generate - INFO - Epoch 0, Batch 11200: Loss 1.7783348560333252
2024-09-01 00:56:38,251 - train_classifier_generate - INFO - Epoch 0, Batch 11300: Loss 1.763836145401001
2024-09-01 00:56:38,515 - train_classifier_generate - INFO - Epoch 0, Batch 11400: Loss 1.759326457977295
2024-09-01 00:56:38,778 - train_classifier_generate - INFO - Epoch 0, Batch 11500: Loss 1.8922312259674072
2024-09-01 00:56:38,991 - train_classifier_generate - INFO - Epoch 0, Batch 11600: Loss 1.7390304803848267
2024-09-01 00:56:39,186 - train_classifier_generate - INFO - Epoch 0, Batch 11700: Loss 1.8049743175506592
2024-09-01 00:56:39,376 - train_classifier_generate - INFO - Epoch 0, Batch 11800: Loss 1.7528142929077148
2024-09-01 00:56:39,564 - train_classifier_generate - INFO - Epoch 0, Batch 11900: Loss 1.8666309118270874
2024-09-01 00:56:39,753 - train_classifier_generate - INFO - Epoch 0, Batch 12000: Loss 1.7647732496261597
2024-09-01 00:56:39,939 - train_classifier_generate - INFO - Epoch 0, Batch 12100: Loss 1.7206645011901855
2024-09-01 00:56:40,125 - train_classifier_generate - INFO - Epoch 0, Batch 12200: Loss 1.8782739639282227
2024-09-01 00:56:40,313 - train_classifier_generate - INFO - Epoch 0, Batch 12300: Loss 1.700197458267212
2024-09-01 00:56:40,498 - train_classifier_generate - INFO - Epoch 0, Batch 12400: Loss 1.8650707006454468
2024-09-01 00:56:40,686 - train_classifier_generate - INFO - Epoch 0, Batch 12500: Loss 1.8535823822021484
2024-09-01 00:56:40,875 - train_classifier_generate - INFO - Epoch 0, Batch 12600: Loss 1.7728358507156372
2024-09-01 00:56:41,063 - train_classifier_generate - INFO - Epoch 0, Batch 12700: Loss 1.9010083675384521
2024-09-01 00:56:41,254 - train_classifier_generate - INFO - Epoch 0, Batch 12800: Loss 1.8922502994537354
2024-09-01 00:56:41,440 - train_classifier_generate - INFO - Epoch 0, Batch 12900: Loss 1.7433778047561646
2024-09-01 00:56:41,629 - train_classifier_generate - INFO - Epoch 0, Batch 13000: Loss 1.91163170337677
2024-09-01 00:56:41,820 - train_classifier_generate - INFO - Epoch 0, Batch 13100: Loss 1.8088610172271729
2024-09-01 00:56:42,063 - train_classifier_generate - INFO - Epoch 0, Batch 13200: Loss 1.6488808393478394
2024-09-01 00:56:42,330 - train_classifier_generate - INFO - Epoch 0, Batch 13300: Loss 1.74142587184906
2024-09-01 00:56:42,592 - train_classifier_generate - INFO - Epoch 0, Batch 13400: Loss 1.7945395708084106
2024-09-01 00:56:42,857 - train_classifier_generate - INFO - Epoch 0, Batch 13500: Loss 1.909755825996399
2024-09-01 00:56:43,122 - train_classifier_generate - INFO - Epoch 0, Batch 13600: Loss 1.8309487104415894
2024-09-01 00:56:43,390 - train_classifier_generate - INFO - Epoch 0, Batch 13700: Loss 1.6068344116210938
2024-09-01 00:56:43,654 - train_classifier_generate - INFO - Epoch 0, Batch 13800: Loss 1.7505766153335571
2024-09-01 00:56:43,916 - train_classifier_generate - INFO - Epoch 0, Batch 13900: Loss 1.7225265502929688
2024-09-01 00:56:44,181 - train_classifier_generate - INFO - Epoch 0, Batch 14000: Loss 1.6584081649780273
2024-09-01 00:56:44,443 - train_classifier_generate - INFO - Epoch 0, Batch 14100: Loss 1.6990723609924316
2024-09-01 00:56:44,704 - train_classifier_generate - INFO - Epoch 0, Batch 14200: Loss 1.7339171171188354
2024-09-01 00:56:44,960 - train_classifier_generate - INFO - Epoch 0, Batch 14300: Loss 1.8656713962554932
2024-09-01 00:56:45,150 - train_classifier_generate - INFO - Epoch 0, Batch 14400: Loss 1.8363536596298218
2024-09-01 00:56:45,340 - train_classifier_generate - INFO - Epoch 0, Batch 14500: Loss 1.7771263122558594
2024-09-01 00:56:45,529 - train_classifier_generate - INFO - Epoch 0, Batch 14600: Loss 1.7241672277450562
2024-09-01 00:56:45,720 - train_classifier_generate - INFO - Epoch 0, Batch 14700: Loss 1.7259833812713623
2024-09-01 00:56:45,909 - train_classifier_generate - INFO - Epoch 0, Batch 14800: Loss 1.9106638431549072
2024-09-01 00:56:46,103 - train_classifier_generate - INFO - Epoch 0, Batch 14900: Loss 1.6423397064208984
2024-09-01 00:56:46,290 - train_classifier_generate - INFO - Epoch 0, Batch 15000: Loss 1.8870974779129028
2024-09-01 00:56:46,478 - train_classifier_generate - INFO - Epoch 0, Batch 15100: Loss 1.827501654624939
2024-09-01 00:56:46,666 - train_classifier_generate - INFO - Epoch 0, Batch 15200: Loss 1.706817626953125
2024-09-01 00:56:46,854 - train_classifier_generate - INFO - Epoch 0, Batch 15300: Loss 1.7789463996887207
2024-09-01 00:56:47,043 - train_classifier_generate - INFO - Epoch 0, Batch 15400: Loss 1.6783992052078247
2024-09-01 00:56:47,234 - train_classifier_generate - INFO - Epoch 0, Batch 15500: Loss 1.8295425176620483
2024-09-01 00:56:47,425 - train_classifier_generate - INFO - Epoch 0, Batch 15600: Loss 1.7063958644866943
2024-09-01 00:56:47,624 - train_classifier_generate - INFO - Epoch 0, Batch 15700: Loss 1.7391502857208252
2024-09-01 00:56:47,828 - train_classifier_generate - INFO - Epoch 0, Batch 15800: Loss 1.8176065683364868
2024-09-01 00:56:48,052 - train_classifier_generate - INFO - Epoch 0, Batch 15900: Loss 1.851053237915039
2024-09-01 00:56:48,313 - train_classifier_generate - INFO - Epoch 0, Batch 16000: Loss 1.7909797430038452
2024-09-01 00:56:48,577 - train_classifier_generate - INFO - Epoch 0, Batch 16100: Loss 1.7908720970153809
2024-09-01 00:56:48,840 - train_classifier_generate - INFO - Epoch 0, Batch 16200: Loss 1.7177362442016602
2024-09-01 00:56:49,106 - train_classifier_generate - INFO - Epoch 0, Batch 16300: Loss 1.744502305984497
2024-09-01 00:56:49,367 - train_classifier_generate - INFO - Epoch 0, Batch 16400: Loss 1.8122472763061523
2024-09-01 00:56:49,627 - train_classifier_generate - INFO - Epoch 0, Batch 16500: Loss 1.7708144187927246
2024-09-01 00:56:49,892 - train_classifier_generate - INFO - Epoch 0, Batch 16600: Loss 1.7862012386322021
2024-09-01 00:56:50,159 - train_classifier_generate - INFO - Epoch 0, Batch 16700: Loss 1.83112370967865
2024-09-01 00:56:50,422 - train_classifier_generate - INFO - Epoch 0, Batch 16800: Loss 1.6865307092666626
2024-09-01 00:56:50,683 - train_classifier_generate - INFO - Epoch 0, Batch 16900: Loss 1.7024953365325928
2024-09-01 00:56:50,944 - train_classifier_generate - INFO - Epoch 0, Batch 17000: Loss 1.7557141780853271
2024-09-01 00:56:51,134 - train_classifier_generate - INFO - Epoch 0, Batch 17100: Loss 1.7688462734222412
2024-09-01 00:56:51,323 - train_classifier_generate - INFO - Epoch 0, Batch 17200: Loss 1.8120183944702148
2024-09-01 00:56:51,514 - train_classifier_generate - INFO - Epoch 0, Batch 17300: Loss 1.761980414390564
2024-09-01 00:56:51,704 - train_classifier_generate - INFO - Epoch 0, Batch 17400: Loss 1.7886078357696533
2024-09-01 00:56:51,892 - train_classifier_generate - INFO - Epoch 0, Batch 17500: Loss 1.919021725654602
2024-09-01 00:56:52,079 - train_classifier_generate - INFO - Epoch 0, Batch 17600: Loss 1.7135884761810303
2024-09-01 00:56:52,267 - train_classifier_generate - INFO - Epoch 0, Batch 17700: Loss 1.899763822555542
2024-09-01 00:56:52,454 - train_classifier_generate - INFO - Epoch 0, Batch 17800: Loss 1.715251088142395
2024-09-01 00:56:52,641 - train_classifier_generate - INFO - Epoch 0, Batch 17900: Loss 1.8840315341949463
2024-09-01 00:56:52,827 - train_classifier_generate - INFO - Epoch 0, Batch 18000: Loss 1.7733421325683594
2024-09-01 00:56:53,015 - train_classifier_generate - INFO - Epoch 0, Batch 18100: Loss 1.7830989360809326
2024-09-01 00:56:53,205 - train_classifier_generate - INFO - Epoch 0, Batch 18200: Loss 1.8924225568771362
2024-09-01 00:56:53,392 - train_classifier_generate - INFO - Epoch 0, Batch 18300: Loss 1.6366561651229858
2024-09-01 00:56:53,582 - train_classifier_generate - INFO - Epoch 0, Batch 18400: Loss 1.5967274904251099
2024-09-01 00:56:53,771 - train_classifier_generate - INFO - Epoch 0, Batch 18500: Loss 1.6827291250228882
2024-09-01 00:56:53,959 - train_classifier_generate - INFO - Epoch 0, Batch 18600: Loss 1.7430638074874878
2024-09-01 00:56:54,222 - train_classifier_generate - INFO - Epoch 0, Batch 18700: Loss 1.6367417573928833
2024-09-01 00:56:54,488 - train_classifier_generate - INFO - Epoch 0, Batch 18800: Loss 1.7707265615463257
2024-09-01 00:56:54,750 - train_classifier_generate - INFO - Epoch 0, Batch 18900: Loss 1.9000965356826782
2024-09-01 00:56:55,012 - train_classifier_generate - INFO - Epoch 0, Batch 19000: Loss 1.8689463138580322
2024-09-01 00:56:55,275 - train_classifier_generate - INFO - Epoch 0, Batch 19100: Loss 1.7891781330108643
2024-09-01 00:56:55,538 - train_classifier_generate - INFO - Epoch 0, Batch 19200: Loss 1.6243484020233154
2024-09-01 00:56:55,805 - train_classifier_generate - INFO - Epoch 0, Batch 19300: Loss 1.7486191987991333
2024-09-01 00:56:56,066 - train_classifier_generate - INFO - Epoch 0, Batch 19400: Loss 1.796994924545288
2024-09-01 00:56:56,332 - train_classifier_generate - INFO - Epoch 0, Batch 19500: Loss 1.6914132833480835
2024-09-01 00:56:56,593 - train_classifier_generate - INFO - Epoch 0, Batch 19600: Loss 1.8519924879074097
2024-09-01 00:56:56,855 - train_classifier_generate - INFO - Epoch 0, Batch 19700: Loss 1.8125462532043457
2024-09-01 00:56:57,092 - train_classifier_generate - INFO - Epoch 0, Batch 19800: Loss 1.6828854084014893
2024-09-01 00:56:57,284 - train_classifier_generate - INFO - Epoch 0, Batch 19900: Loss 1.8691277503967285
2024-09-01 00:56:57,472 - train_classifier_generate - INFO - Epoch 0, Batch 20000: Loss 1.706404685974121
2024-09-01 00:56:57,662 - train_classifier_generate - INFO - Epoch 0, Batch 20100: Loss 1.9788999557495117
2024-09-01 00:56:57,853 - train_classifier_generate - INFO - Epoch 0, Batch 20200: Loss 1.7450236082077026
2024-09-01 00:56:58,042 - train_classifier_generate - INFO - Epoch 0, Batch 20300: Loss 1.8349545001983643
2024-09-01 00:56:58,233 - train_classifier_generate - INFO - Epoch 0, Batch 20400: Loss 1.82877516746521
2024-09-01 00:56:58,425 - train_classifier_generate - INFO - Epoch 0, Batch 20500: Loss 1.816728115081787
2024-09-01 00:56:58,616 - train_classifier_generate - INFO - Epoch 0, Batch 20600: Loss 1.695496678352356
2024-09-01 00:56:58,803 - train_classifier_generate - INFO - Epoch 0, Batch 20700: Loss 1.7180843353271484
2024-09-01 00:56:58,992 - train_classifier_generate - INFO - Epoch 0, Batch 20800: Loss 1.7552433013916016
2024-09-01 00:57:31,666 - train_classifier_generate - INFO - Epoch 1, Batch 0: Loss 2.017787218093872
2024-09-01 00:57:31,855 - train_classifier_generate - INFO - Epoch 1, Batch 100: Loss 1.6956042051315308
2024-09-01 00:57:32,035 - train_classifier_generate - INFO - Epoch 1, Batch 200: Loss 1.7680926322937012
2024-09-01 00:57:32,216 - train_classifier_generate - INFO - Epoch 1, Batch 300: Loss 1.6468340158462524
2024-09-01 00:57:32,403 - train_classifier_generate - INFO - Epoch 1, Batch 400: Loss 1.725028395652771
2024-09-01 00:57:32,583 - train_classifier_generate - INFO - Epoch 1, Batch 500: Loss 1.7230247259140015
2024-09-01 00:57:32,767 - train_classifier_generate - INFO - Epoch 1, Batch 600: Loss 1.7691901922225952
2024-09-01 00:57:32,946 - train_classifier_generate - INFO - Epoch 1, Batch 700: Loss 1.689740538597107
2024-09-01 00:57:33,126 - train_classifier_generate - INFO - Epoch 1, Batch 800: Loss 1.6849404573440552
2024-09-01 00:57:33,315 - train_classifier_generate - INFO - Epoch 1, Batch 900: Loss 1.629734992980957
2024-09-01 00:57:33,495 - train_classifier_generate - INFO - Epoch 1, Batch 1000: Loss 1.791542887687683
2024-09-01 00:57:33,677 - train_classifier_generate - INFO - Epoch 1, Batch 1100: Loss 1.7824351787567139
2024-09-01 00:57:33,857 - train_classifier_generate - INFO - Epoch 1, Batch 1200: Loss 1.6289764642715454
2024-09-01 00:57:34,036 - train_classifier_generate - INFO - Epoch 1, Batch 1300: Loss 1.7637826204299927
2024-09-01 00:57:34,216 - train_classifier_generate - INFO - Epoch 1, Batch 1400: Loss 1.9429713487625122
2024-09-01 00:57:34,402 - train_classifier_generate - INFO - Epoch 1, Batch 1500: Loss 1.704486608505249
2024-09-01 00:57:34,587 - train_classifier_generate - INFO - Epoch 1, Batch 1600: Loss 1.7712407112121582
2024-09-01 00:57:34,773 - train_classifier_generate - INFO - Epoch 1, Batch 1700: Loss 1.8667924404144287
2024-09-01 00:57:34,960 - train_classifier_generate - INFO - Epoch 1, Batch 1800: Loss 1.7592862844467163
2024-09-01 00:57:35,149 - train_classifier_generate - INFO - Epoch 1, Batch 1900: Loss 1.8018921613693237
2024-09-01 00:57:35,337 - train_classifier_generate - INFO - Epoch 1, Batch 2000: Loss 1.6696317195892334
2024-09-01 00:57:35,522 - train_classifier_generate - INFO - Epoch 1, Batch 2100: Loss 1.7689144611358643
2024-09-01 00:57:35,708 - train_classifier_generate - INFO - Epoch 1, Batch 2200: Loss 1.7929582595825195
2024-09-01 00:57:35,891 - train_classifier_generate - INFO - Epoch 1, Batch 2300: Loss 1.744745135307312
2024-09-01 00:57:36,075 - train_classifier_generate - INFO - Epoch 1, Batch 2400: Loss 1.742971658706665
2024-09-01 00:57:36,260 - train_classifier_generate - INFO - Epoch 1, Batch 2500: Loss 1.6711299419403076
2024-09-01 00:57:36,450 - train_classifier_generate - INFO - Epoch 1, Batch 2600: Loss 1.766025424003601
2024-09-01 00:57:36,636 - train_classifier_generate - INFO - Epoch 1, Batch 2700: Loss 1.724112629890442
2024-09-01 00:57:36,826 - train_classifier_generate - INFO - Epoch 1, Batch 2800: Loss 1.8624324798583984
2024-09-01 00:57:37,012 - train_classifier_generate - INFO - Epoch 1, Batch 2900: Loss 1.5996853113174438
2024-09-01 00:57:37,196 - train_classifier_generate - INFO - Epoch 1, Batch 3000: Loss 1.6589088439941406
2024-09-01 00:57:37,382 - train_classifier_generate - INFO - Epoch 1, Batch 3100: Loss 1.7656183242797852
2024-09-01 00:57:37,624 - train_classifier_generate - INFO - Epoch 1, Batch 3200: Loss 1.7712608575820923
2024-09-01 00:57:37,887 - train_classifier_generate - INFO - Epoch 1, Batch 3300: Loss 1.6905893087387085
2024-09-01 00:57:38,143 - train_classifier_generate - INFO - Epoch 1, Batch 3400: Loss 1.7210583686828613
2024-09-01 00:57:38,404 - train_classifier_generate - INFO - Epoch 1, Batch 3500: Loss 1.7607887983322144
2024-09-01 00:57:38,664 - train_classifier_generate - INFO - Epoch 1, Batch 3600: Loss 1.765797734260559
2024-09-01 00:57:38,923 - train_classifier_generate - INFO - Epoch 1, Batch 3700: Loss 1.758989930152893
